username,anime_id,score
Karma-Senpai,22865,7.0
iwsifakismag,9981,7.0
itsKJlol,139,8.0
Riquetrom,16774,8.0
-Actually_Imab0y,60285,6.0
ThunderRed99,49052,8.0
Fopdoodle,33743,7.0
isimpforwaifu,9734,7.0
ThundRxD,42361,7.0
Ritsu-Kawaii,431,7.0
Karol11na,57031,8.0
KarioBaka,37779,8.0
ThunderJam,38572,2.0
psue,12413,8.0
Karinnn___,9989,7.0
ThorfinnT_T,27939,6.0
Riwn66,59002,5.0
prthedisaster,39609,5.0
MonsterEnder,53802,8.0
Karlstein,41710,6.0
-Deimos-,1091,4.0
ppearl,269,8.0
FrankFX,48779,8.0
powerOfNeo107,1530,9.0
arkein,27631,7.0
poyogoda,37435,6.0
Francis_G,18039,5.0
-FacetiousGuy-,37786,6.0
its_halesss,25777,9.0
MonnieohMonnie,7054,8.0
prisumis,52305,7.0
Ristarchik,6,8.0
RivetingWeeb,1756,8.0
arkandi,52214,4.0
preston_namikaze,20787,5.0
RivetingWeeb,1758,7.0
itsbartualtas,13357,6.0
RioAl,3727,8.0
-HoneySenpai-,54898,8.0
Moogy-Anime,27821,9.0
-Autem-,54492,10.0
FoxerMark,41392,6.0
Rioldarz,50709,8.0
Rizu_Ogata,52578,8.0
CalabreseMuzza,392,8.0
arzynik,11633,3.0
ashsih99,51213,5.0
profuse101,55911,9.0
itsapplekid,40540,9.0
Thyst,48736,8.0
proton0094,52299,9.0
-Haseo-,8074,2.0
CSRED,26055,10.0
CLBA,41587,10.0
ivekz,22763,5.0
Monkwok,41587,8.0
Caio_Oliveira,28297,7.0
Monix-sama,34863,4.0
RizzNoKami,39576,3.0
Montazer-kun,54744,10.0
KateyamaTaka,34443,6.0
ivanlzy,34618,8.0
itsEpi,48736,9.0
Thomhawk,2964,4.0
privatemike,32937,7.0
Karo_cchi,154,10.0
-Crown-,23283,10.0
-LK-,35760,7.0
itsmee,18277,6.0
-Araragi-,33352,9.0
Karphyel,33487,4.0
CXRBXRUS,36511,7.0
CacaoRigos,40591,9.0
-Flaky-,24415,9.0
ivaneb,34134,8.0
ThomasMeta,36470,7.0
-Hayley-,23273,8.0
ThymeSeyU,50392,7.0
itzmita03,39617,8.0
Tierryjien,47,10.0
Foxcoolman,10793,9.0
-Kiraide-,39017,7.0
Rm_Angelica,11189,7.0
itzLevii_,2847,6.0
CaPtAiNiCeCoLd,24439,7.0
--Phantom,15771,5.0
-AC-,10737,10.0
RioTey2004,50416,8.0
Fortato,52293,3.0
ThunderSonTS,2418,9.0
prince9971,9181,9.0
Tiippy,30727,9.0
Fradischen,11739,7.0
ForeverGolden,37210,10.0
Franck_Nicolas,32729,10.0
Tiger19,41946,7.0
Foxcraft92,59192,6.0
Rivallu,9032,7.0
Monkey-D-Efrain,36432,7.0
ithaswhatitisnt,32485,5.0
iwatch2muchanime,29807,7.0
Monkeyfrompoland,34134,8.0
powersonic19,13403,9.0
MonkeyAvsFan,20507,8.0
-LK-,40028,6.0
itsbblolz,37510,10.0
CRAZYTAGGER,12293,9.0
-Elegy-,535,10.0
itsjustraxa,41660,5.0
Tib__Furude,32902,6.0
Rizuraki,12189,9.0
KatOtaku,16762,9.0
TigaJun,38959,8.0
-BL0SS0M-,33036,5.0
arunkumaran,40028,9.0
CSMPiano,25157,7.0
praveen97,1366,9.0
ismokesoysauce,28171,9.0
KasukeLp,15951,8.0
Calarin,5306,7.0
CUNAGOSSUS,39463,7.0
Tiago_Vaz_007,36475,8.0
Fortress_Maximus,85,10.0
Montazer-kun,33050,10.0
Kasdar,4415,6.0
Rishi1207,36862,9.0
MonkeyDLuffy123,20359,5.0
arta779,32282,8.0
iwatch2muchanime,40399,6.0
KatOtaku,41120,7.0
ivekz,2593,7.0
CachGarb,7724,6.0
Katsukineko,37999,7.0
-DreamerQ,28311,10.0
CQLLIST,31757,8.0
KarmaRex-69,31338,5.0
Kasix123,42249,8.0
KatShortwick,39576,6.0
itsdankyo,10087,8.0
-Ansh-,1689,7.0
iskariotes,4393,5.0
its_ASH,30654,8.0
-Kiraide-,384,7.0
France53,620,10.0
pranss0_0,513,8.0
asdfghjklin,38759,6.0
Franelas,38408,5.0
Monix-sama,2685,8.0
Kasunia,22043,10.0
Fosforoo,49470,6.0
Katriel,34934,5.0
artemisthemp,33203,7.0
Riptash,9253,8.0
Kashim2484,523,8.0
Karinyia,13785,6.0
Rizuno-Shikari,17265,8.0
Rivitan,36649,10.0
Rintohs,37964,6.0
Thrasherx13,40540,7.0
ForeverGolden,33242,9.0
Kateyo_,34822,10.0
arrrysu,31904,7.0
CTcommander,31953,8.0
Risuyo,39112,10.0
isuzusan,22729,9.0
prxmavera,51462,8.0
Riusnaan,32182,10.0
Riot,32542,7.0
Fr1d4y_94,40586,8.0
CL_02,59833,6.0
CaffetteSchwein,28805,9.0
asdpsdxdasd,42361,3.0
Rna87,57100,6.0
ThunderRed99,41006,8.0
-Harold-,49877,6.0
ivirue,8557,7.0
CalCal63,30307,8.0
KarlWho,42361,8.0
MoneyMoon,22663,7.0
ForeMateus3,39792,7.0
itikitty,33898,6.0
psi_rockin,513,8.0
ForflayyO,56165,7.0
Riria,193,7.0
-KATH-,31952,7.0
Katenou,56964,7.0
-Guacamole-,1735,8.0
TiagoSeca,38671,8.0
MonkeyxDxDiablo,185,6.0
Thunderbreak11,36949,7.0
Riusnaan,19685,5.0
priyapickles,13271,10.0
ividsc,21439,7.0
itslitmo,40456,9.0
Karthy,5081,7.0
Thomas_Report,245,8.0
ThunderBlade5053,52742,9.0
prollyumbra,20583,7.0
--Luminous--,4059,9.0
Monomonomonokuma,36864,6.0
--Secretoben--,27821,8.0
artehene,14353,10.0
Francisco_Avila,58080,7.0
pphilautia,31758,9.0
arjupg,1571,6.0
--Aestuo--,4794,8.0
princess_mermaid,228,10.0
-Kurinto-,34822,9.0
Ritik_Sharma,40111,8.0
-Ascendancy-,50416,7.0
Fosforoo,38414,8.0
CMinamoto,5365,10.0
Monkey_D_Mrowek,889,7.0
Karo_cchi,31559,8.0
itzbklnjc,49835,5.0
CSGMarch,11013,9.0
Cactuuus,14941,8.0
MoonlightBridge,53273,9.0
MonkiDonki,7785,9.0
Cai_Gamer,36049,7.0
-Blacha-,1238,7.0
CMRulZ,10030,8.0
Moonpiee,31758,8.0
-AcNo-,17535,8.0
Calal-Chan,52034,7.0
Foshito,36098,8.0
-Aster-,28025,7.0
Thrasherx13,5337,5.0
RitsuTwisted,5,8.0
Francisket,39539,5.0
preguissa,1530,9.0
-Casteel,38883,8.0
FoxSenpaiYT,28927,7.0
Rishabh1987,38778,8.0
princefa5,842,6.0
-Inuki,11077,4.0
Thuz1m,31490,10.0
Caio14,48736,6.0
Foreverhin,2667,8.0
aroaracil,212,8.0
MoniStar,15315,9.0
-IguanaMilk-,513,7.0
CafeAlpha,22535,8.0
Ritsu_Kun,28221,7.0
Frank_00,223,8.0
France53,38735,10.0
psychichigo,4087,9.0
Moomeowmoomoo,49828,9.0
KatjieKat,2592,4.0
Foltvers,23273,9.0
MonkeMuncher,10589,8.0
Katsohiki,50739,10.0
Karlosian,31765,8.0
prouwn,32281,10.0
isvr95,50197,8.0
Monoriu,206,7.0
Rinxx,38101,7.0
itsjustraxa,35198,9.0
asdlolxd_,37202,5.0
Tiago_Reis93,25157,10.0
-DreamerQ,42591,9.0
-KazuChii-,49154,6.0
-Kyuube-,33161,8.0
Monoluxuria,10396,8.0
CMRulZ,18229,7.0
Ripti,1,10.0
Ritokuro,6325,7.0
itikitty,51128,5.0
Katraptor,530,7.0
itsyamagucci,19315,1.0
MoonTan,52741,5.0
-CyberpunkTaste,1,8.0
-Jhon-,32686,7.0
CactiCognoscente,33028,7.0
pris_sucks,54724,8.0
Cactus01,40852,10.0
prowo,6213,8.0
Rithik393,15037,9.0
Ririchiiyoo,47591,4.0
arne0,21939,9.0
MonokuroKinema,1805,7.0
RlyBored69,1887,8.0
Tictac72,32937,6.0
Ristophicz,14833,6.0
procq,55644,8.0
iwantodai,39523,7.0
-FacetiousGuy-,10464,5.0
ppankajj42,7054,9.0
CabooseGI,36038,6.0
Kasusu,48542,8.0
MonkeyDSean04,51265,7.0
CaitNAnt,34870,8.0
Forged_Spectre,5962,7.0
FoxSin-Fen,8937,5.0
arrazolavguille,34644,5.0
RoDem,59145,8.0
Thomegg,26055,8.0
itskenkaneki,53802,10.0
Forever--Young,527,7.0
Money_82d,23283,7.0
arthreemis,72,9.0
ivivapi,50739,9.0
Kathrinekmj,32995,9.0
Katiesomething,8074,9.0
profsatjipto,53879,8.0
Franciscojesus07,40852,4.0
MonkeyNate,39894,9.0
programmargorp,22319,5.0
Katsuki_Ahbab1,43,9.0
preet248,12467,7.0
-Axelrod-,39587,7.0
Monstruox23,6045,10.0
Monkeyking908,55,6.0
ThyroidBeanstalk,5877,1.0
Thundershotboy,1577,7.0
isrozzis,30276,8.0
itsdihere,20899,8.0
profsatjipto,57524,9.0
Foodperson,33558,8.0
pskgod2000,60146,8.0
---Th4nder,12113,8.0
Karokek7,54947,7.0
Foxy15,44037,5.0
Ro-Senpai,68,9.0
Forion,32995,9.0
Forever--Young,32105,10.0
Kashi_Otaku,53632,6.0
Monofly,32144,7.0
-Aly-,164,7.0
--Ikaros--,31240,9.0
Tico0,55701,8.0
MonkeyDLuffy420,23479,7.0
arrived3rci,9989,9.0
Tiger19,28171,9.0
armageddon78,1505,10.0
Kartein,16143,7.0
-I-unknown-I-,35237,10.0
Moon_War,20507,7.0
priyanshuluffy,54714,8.0
itzl,40748,7.0
asdasjdsa,19221,4.0
arya333,3467,8.0
CThrall,39463,8.0
Caiyou2004,52461,8.0
Rioyan,31964,5.0
pslehaps,59986,10.0
Rionsta,50416,8.0
-Animewatcher-,6547,10.0
Fr3shL3mon,6114,7.0
MoonSpider,9253,8.0
Rizenrack,32948,6.0
itshoo_,36726,5.0
Montei26,40417,1.0
Riunite,4654,7.0
iwsifakismag,23423,3.0
Francesca29895,1535,10.0
Rio-7,51562,6.0
artgamer0916,23487,6.0
CMRkun,39565,9.0
Thomas_Ribeiro,30321,8.0
ashorataka,42310,10.0
asheccen,54744,8.0
CaioLima20,42590,8.0
RiverAce,24833,7.0
Cacadepollo,31964,7.0
KarmaNouzen,37393,5.0
Kasinda,50265,8.0
Montazer-kun,36999,10.0
ivosicsu,50425,6.0
ThunderSonTS,9656,8.0
Foobanana,31240,7.0
ashsku,36699,7.0
powersonic19,14811,8.0
FraN_cs,13161,7.0
Moontenegro,24175,6.0
Folochs,18679,9.0
RioFutabaAztec2,54915,9.0
Ritokuro,31478,8.0
Tiberald,40046,8.0
Ristiriita,31043,9.0
isrozzis,35672,7.0
itoshi_kare,37823,3.0
-Ichihara-Yuuko-,2926,7.0
aroaracil,496,2.0
MooMooFluff,20449,6.0
priebs,38753,8.0
Frank,984,7.0
Rittsuu,40750,6.0
ForflayyO,18115,8.0
Cachinnation,36296,7.0
KatoJoro,16498,8.0
itsmee_0e,11771,8.0
FpsArena,6547,6.0
Fouton,34280,7.0
Forerito,10681,10.0
project005,33489,7.0
Monu36,14227,4.0
KarmaSlyr,39080,7.0
Monstruox23,22,9.0
Monkeyke,50172,8.0
ForbiddenTempo,30296,5.0
Moonxch1ld,18661,8.0
Kathikeyan,38186,9.0
MontheZ,17247,7.0
CNGeorge,37675,9.0
Ripler,50339,6.0
CVBuckets,2904,10.0
itamarZ,39535,8.0
TiKay75,12669,5.0
ThugPou,41226,7.0
ashwinvsudeesh,28851,9.0
Forluth,16498,6.0
Rion2,37055,8.0
prakhargr8,4181,8.0
iwashizue,37926,7.0
ThomasTankEngine,53200,7.0
Fotoxxxxxxxo,24227,8.0
Moonyboi,31181,9.0
--_Hani_--,40591,10.0
Rkelt,51219,6.0
KatOtaku,61431,5.0
ThunderRed99,36896,6.0
COMThing,32887,7.0
MoonPea,20507,9.0
Frank,288,7.0
Calarin,40591,9.0
pssp_16_2005,1535,6.0
KatsuraDaa,32366,9.0
Monolight,10793,9.0
ashhshh,34822,3.0
Katsudon96,48468,9.0
Montesinos,31737,10.0
Monsmania,42340,6.0
Rita-,34382,8.0
KatOtaku,3759,5.0
Kasuzer,39198,7.0
Rintarou_95,27821,9.0
Tiakka,30,7.0
Fovez,2251,8.0
arnautu_stefan,48483,7.0
Ritam_1,36098,10.0
-Kenshin-,11741,7.0
Katon967,40504,8.0
ash74827,50265,9.0
Kasoki,27821,8.0
Fraiiz-Wanderer,23755,8.0
-Anna-,27899,7.0
as_yuuki789,7311,8.0
--sayori--,35994,10.0
CaiqueMTO,51678,7.0
Karsaaa,37430,8.0
----shia,33506,7.0
Forstarly,9656,9.0
Monkeryz,31830,7.0
-Anathema-,2025,7.0
Kashik,53439,6.0
MoonViolet,6045,9.0
FoxEyes,2546,7.0
MonkeyYeager,27899,6.0
-KazuChii-,28869,8.0
artemisthemp,35076,7.0
arkandi,34280,7.0
ashyvers,32182,8.0
Katsuro-chan,631,7.0
Kathikeyan,17827,7.0
itshoo_,12753,5.0
MonsieurPapillon,48761,8.0
-Kirino-,9393,7.0
Fouton,6512,7.0
Ripmav85,52807,7.0
iwatch2muchanime,1838,9.0
issekai_lover,48549,8.0
itsmeaagain,22547,10.0
Rna87,37561,6.0
RiverSorcerer,34798,9.0
-Fenris-,20545,6.0
Kato_han,14227,8.0
itsKJlol,51916,7.0
arth2809,5097,6.0
artemisthemp,52196,7.0
-Alexa-,30123,8.0
RisingWeebHero,43608,10.0
Riss-,38000,6.0
Karinyia,16614,5.0
CNeto,372,8.0
itikitty,55907,5.0
itsreihan,39017,5.0
Rizwan_Siddiqui,35507,7.0
Foshinh,28999,8.0
-Mahiro,17725,10.0
Calarin,50739,7.0
Forionsy,58426,5.0
promanias,57334,9.0
prismajane,17831,6.0
CSL06,35849,6.0
prakhargr8,52034,7.0
pslehaps,11241,7.0
MoonLuchan,10659,8.0
Katachidfoxy,4224,6.0
-Kurara-,38101,1.0
MoonlitHalf,11771,8.0
-BL0SS0M-,50854,7.0
-Ayu,21,7.0
CalabreseMuzza,39324,7.0
Thundarnix,54856,9.0
iwatch2muchanime,292,7.0
Kashiv_97,52871,6.0
pristelyo,54492,9.0
Katsuki,25879,8.0
KatsuAnael,32930,6.0
FourSeasonSage,34284,7.0
Karokek7,21635,7.0
CORR_Kubs,6573,3.0
-Graina-,18897,8.0
Rize19,57611,10.0
-Jhon-,28851,10.0
-Autem-,22729,4.0
CaiqueMTO,9656,7.0
prowlee,35760,9.0
KatsuMMR,42361,6.0
as_kostek,3901,9.0
CachorritaMala,30276,10.0
asdfSchnitzel,32,10.0
Risso03,34534,9.0
Tiet1,30544,6.0
CaioAJ,38691,7.0
Rivaliti,2331,6.0
poziomek,34437,9.0
TiganuCocaCola,21,10.0
Franck50,4224,7.0
Ristoki,33845,9.0
Karumont,31704,7.0
Riwar9,58059,8.0
CLUB_ANIME,50602,10.0
isngyn,41025,10.0
Ritz501,45576,9.0
iwasanee,41084,9.0
primevalsoup,740,6.0
RoDem,34451,7.0
Monkeyy_,59452,7.0
princenublet,49891,7.0
KasperSwag1001,34618,6.0
Kariyu7,263,9.0
Rizz_y,37430,8.0
-Alberto-,1122,8.0
Caju144,527,10.0
itsscarlots,36286,10.0
Katatsumuri-san,610,6.0
C__C,1047,7.0
Katman666,48413,6.0
itsFranny,24227,6.0
-Kushii-,31710,1.0
Fr1d4y_94,8039,8.0
-David-,19815,7.0
itskenkaneki,37105,8.0
itskaito,30240,6.0
CakraFritz,35838,9.0
Monkiesmata,11061,10.0
itsDVN,44940,8.0
Moonlit_Lilium,16742,7.0
-Kurage-,9756,10.0
Monoluxuria,42414,4.0
priz98k,4492,5.0
iuvin,49778,4.0
itss_abbyyy,34599,8.0
-Lucilfer-,38000,8.0
-Hayley-,2476,5.0
KarlaSoop,30,9.0
Katalyzed,42310,8.0
Frank-Senpai_89,49869,10.0
Forw3n,54234,3.0
-Gryphus-,35076,4.0
Karuchi,37396,4.0
Riselv,20767,8.0
-Aeriel-,40807,6.0
asdassss123,50175,7.0
pressurpoint,27775,6.0
FrakkinChar,19775,7.0
itsiisus,21995,10.0
MongMiloKih,37258,7.0
iv_nn,23273,7.0
Rivenoxern,25429,4.0
KasanoKasa,57524,9.0
Fotsuan,38883,5.0
ThymeSeyU,41471,7.0
-Juanjo,18245,8.0
MoonAegyo,52046,6.0
Riptos,36001,4.0
Riptash,28171,7.0
Monzue,21939,10.0
Kartik_Gusain6,38101,6.0
arthreemis,31404,9.0
iwatch2muchanime,503,6.0
MoonMoon405,22297,6.0
-All,6165,3.0
Karunas,35760,8.0
Tiglet_Piglet,28907,9.0
potatsguy,52381,3.0
proudsauce,39533,7.0
KatOtaku,55973,8.0
arsenking,37430,8.0
Fracazo,16870,7.0
princessleddit,31706,6.0
itikitty,37460,5.0
Cafra,849,6.0
ashenone0025,22319,7.0
Fraiiz-Wanderer,15197,6.0
ForkEatingGoblin,39292,3.0
Fr1d4y_94,22815,4.0
Ca1ebw,22199,9.0
MonoXchrom,49849,6.0
Tigeren,31404,8.0
ThySe77,30831,7.0
asdfnyan,14349,10.0
asetrisk2,38572,2.0
potatostuff,56230,7.0
ashen_rei,20507,7.0
----shia,5084,6.0
itsKJlol,45613,7.0
potatofever,54233,6.0
Katrov,11111,6.0
-DeepWeeb-,5081,9.0
Tigeren,40815,7.0
KataiOreki,31414,4.0
iuzumi,40787,8.0
poziomek,23385,8.0
Moonlightbae2512,54617,7.0
ivor940,40454,7.0
FragileGlass,12189,8.0
TigerInSpace,53998,8.0
poyomon99,52736,9.0
itztragic,45556,7.0
itsNoya,39940,8.0
Ristoki,38778,7.0
-Akirion-,51009,8.0
Tidoux,34798,9.0
Throndir,1519,8.0
-Dice-,10589,7.0
Moonlight_mori,553,8.0
-Ecliptix-,50916,7.0
Riptos,9925,7.0
FourthKind,2787,9.0
prabhakar1717,49835,9.0
CaelDeus,23281,2.0
FourthKind,1195,10.0
ForflayyO,2847,8.0
Cactuuuu,48561,9.0
RitaGandra,830,5.0
MontyLearoy,44276,7.0
-Legoshi,58572,9.0
CachGarb,877,7.0
Moon013,52747,9.0
arminamini01,61595,7.0
Cabrian53,34599,10.0
TiaanM777,40336,5.0
Frank-Senpai_89,32281,7.0
artin_1702,38826,8.0
-Grand_Grievous-,5681,9.0
-Arifin,52482,9.0
Monijij,18679,6.0
arsonal,8675,6.0
MonokuroKinema,2218,4.0
arvo-san,424,10.0
istorms132,9513,8.0
itssharki,31933,8.0
----shia,39569,6.0
ashdrxp,10719,7.0
MonkeyDLuffy65,38524,10.0
artin_1702,34474,7.0
Tidy_Name,55888,9.0
itsmemario55,38544,6.0
-Kiraide-,32038,6.0
Kati-chan,34723,7.0
ForgiveMySkills,9253,7.0
Rna87,35905,6.0
asahiruyoru,12413,7.0
Risexkise,37779,8.0
Cactus7,51009,9.0
arvin_1219,32828,8.0
Foundingweeb,34881,5.0
ashen_rei,37430,7.0
RitaGandra,9675,7.0
arya_p2004,6675,10.0
Thomasama,30484,10.0
Thunderbird624,15809,9.0
Riselv,4886,8.0
Katil007,11771,8.0
ThousandRJ,38040,10.0
pragadosinfernos,46102,10.0
CNeto,52701,9.0
CSHCHnehir,30831,7.0
-Akirion-,36990,8.0
-Lazed-,32648,8.0
Monkeybeast,36474,6.0
KasperSwag1001,6324,3.0
arthur__leywin,20507,6.0
Kasusu,31478,7.0
-Bommel-,3455,9.0
TiagoCosta,3572,6.0
Thyntho,5114,8.0
FrAsta17,15051,8.0
C_Par,50275,8.0
CXLIV,6379,8.0
-BerserkArmor-,35248,3.0
-FrankliN,20583,9.0
projectfear22,424,10.0
ThousandRJ,12123,5.0
KasaiKouhai,16001,10.0
artsmajor,36946,8.0
MonkeeDan,32,8.0
itsmedibba04,1735,9.0
Fouton,39071,7.0
-Beffy,18679,10.0
RkGemr,4437,8.0
princefa5,2159,6.0
CUNAGOSSUS,44524,7.0
TiagoGomes,13863,2.0
psychedoll,30654,10.0
FrancyBenz,2236,8.0
Ripjaw999,10397,8.0
Kasou,29317,5.0
Foltvers,35484,6.0
Rioyan,36896,5.0
potion_seller_ye,37430,8.0
RoWatchesAnime,8934,7.0
-Lobo-,32023,6.0
armob,52092,9.0
Karisun,3785,8.0
armin26,40456,10.0
artsarast,9513,7.0
arm4gedon2112,29317,3.0
itsravenkwe,52865,7.0
TigrisAlba,33352,8.0
-Hawke-,136,8.0
Katachidfoxy,35120,6.0
Monsmania,24377,6.0
ThyroidBeanstalk,1735,4.0
Riri_33,35315,5.0
armin26,41930,8.0
Kato23,34626,10.0
Monkey_D_Noor,42310,9.0
-Cake-,3457,7.0
artemisthemp,34443,8.0
poyomon99,22319,5.0
Thot_Begone,10165,8.0
CaCl2,48858,6.0
armob,11266,9.0
CTBlue,37347,7.0
Rm_Angelica,30015,7.0
CaioOlive,11843,8.0
-Lightbulb,36862,8.0
itacha4ever,443,7.0
Rio-,33948,7.0
Katastro,9756,9.0
ashe-,1575,10.0
pp4in,25159,9.0
CRXWLEY666,30503,10.0
Mooni00,18671,6.0
MonsterZero11,9181,7.0
-Lucilfer-,32867,8.0
Caboose,5909,6.0
-Anokata,900,8.0
CLAR-A,20583,10.0
Moooldaccount,38329,8.0
Riskelfish,39570,9.0
CRXWLEY666,67,7.0
Thomasq1,39638,6.0
Foolsome,6572,7.0
RitaGandra,13357,9.0
Caioviski_,37525,7.0
CQLLIST,34561,5.0
Francisco_Mota,10620,5.0
ThorinPink,34281,5.0
Katie8026,9969,8.0
ashe-,23427,9.0
psy181,35203,7.0
princefa5,1074,5.0
-Des-,31327,5.0
ThorusFTW,54275,7.0
-GABU-,18153,10.0
issei98141,41461,8.0
Throni,36155,5.0
ForRealZach,43608,9.0
Calaglinn,9919,10.0
-LireZ-,317,9.0
Fortijack,19815,7.0
ittsxenia,7711,8.0
Fradischen,5342,7.0
princess-jasmine,11757,10.0
Forbiddensimp,8231,5.0
arrekkusu,42249,10.0
Rio-7,35790,9.0
CaioLima20,3782,9.0
ThunK69,32542,7.0
iuuki,49114,10.0
Fox,3467,9.0
Monoluxuria,36121,4.0
pseudovrsna,38101,5.0
asiad,50265,10.0
artosapien,40074,1.0
armanyan,20785,8.0
Caecilius,44087,8.0
-Elliot,38883,7.0
iuzumi,28121,8.0
Moonwalk69,1575,8.0
-FOXX-,29067,8.0
--Ender--,11111,8.0
Foolish656,3091,8.0
Frank_Lotion,5682,7.0
pris_sucks,38680,8.0
Monkey_D_Alif_21,33421,6.0
Tiago_Alex,30307,8.0
poyu1717,13367,7.0
Thrive2Mix,38192,7.0
-Lofn-,31227,7.0
Rinxx,53033,7.0
Katana7_,22297,10.0
Riventures123,55818,8.0
potatoladica,512,8.0
KatharinaDan,39575,9.0
CMacAkira7,40083,8.0
CabVolp,6880,5.0
Caiyou2004,24833,8.0
itskahush,38524,9.0
Kariyu7,55866,8.0
-Aymen,6880,10.0
ThomasFukano,52092,6.0
Foxtsune,2520,5.0
Cactieee,54492,8.0
Fonazo,1118,5.0
COOLGUYxmz,38659,7.0
arkady_000,1535,7.0
Monya3,16498,9.0
-Denki-,10110,6.0
Caju144,35889,9.0
potatofay0,145,8.0
-Da_weeb-,40834,7.0
-Araragi-,59,9.0
itsCmac,5114,8.0
TieboRiri,21667,6.0
Calarin,1218,6.0
Kashou_,25777,9.0
FoxanaFoxy,60593,8.0
Cah-Chan,11703,7.0
Riten,37141,10.0
-Barto-Luvr-,38629,8.0
Thund3r789,49376,8.0
arppit,5205,9.0
ThunderStr1kes,950,6.0
KasaraEm13,227,9.0
TikkiWiii,37377,7.0
-Jon-,34480,9.0
MoonLightGirll,32,9.0
itspro,37497,7.0
itarekahmed,53050,4.0
asia_2k,25777,8.0
Thomas_Atwood,4015,10.0
princessLINDAA,38680,10.0
itskyzer,40834,8.0
Monster__170,39617,7.0
-Kirumi,32526,10.0
Katsunii,40215,8.0
ThunderZero,10447,9.0
Rk003,50602,9.0
CaioOkada,15617,6.0
Foxtrot_05,52173,8.0
-AinZ-,31181,8.0
MoonlightBridge,1281,9.0
CNoFlaw,34902,8.0
RioAl,9396,7.0
CRG,54865,8.0
Rizzless_420,27775,8.0
RisottoNero1337,28907,7.0
Kashtanator,43609,10.0
FraNxxx,35507,7.0
Tieddy,8675,6.0
RoDem,356,6.0
Moneppeli,42668,7.0
--Vanilla--,33352,8.0
Tibo_Bones,1122,4.0
CPiva,41573,6.0
itsSoHeavenly,57334,9.0
Karma___,9107,3.0
ashuran9007,31231,6.0
ThyBomb,57433,8.0
iwashalfawake,40417,3.0
-Hina-chan-,142,10.0
FoxSenpaiYT,31478,7.0
ashylz,34599,6.0
princeof,31043,10.0
issiehyoudou,23447,5.0
RinsAl,34438,3.0
Caio7DUST,12293,8.0
Monday_Sidereal,4224,9.0
ashhax14,34572,7.0
itsleoxz,39533,9.0
ivivapi,9367,5.0
-Ariaaa-,18397,8.0
procop,52991,9.0
ForgotEyeWasHere,899,6.0
CQLLIST,45055,6.0
Ristelle,9756,10.0
KarnEvil9,18679,8.0
prohibitedeyes,54722,7.0
FraCroci29,54968,7.0
Rittsuu,36027,5.0
Caioba42,28223,8.0
Kasuna-san,39551,8.0
ForflayyO,14513,8.0
Monodami,28883,6.0
Karmel,59497,8.0
Moonwalk69,49200,8.0
ForeMateus3,7791,5.0
Kasusu,1832,7.0
-Droid-,2685,9.0
Moony,54789,5.0
princefa5,4280,6.0
FoxyKasumi,52173,7.0
RivalS,41132,6.0
ThunderRed99,28121,7.0
Cacadepollo,23281,5.0
poziomek,32901,6.0
-Aria-,28735,9.0
promanias,37172,6.0
--Rosie--,28891,8.0
Kasdek,39597,6.0
Foolishweeb,743,7.0
psi_rockin,54714,6.0
Karthy,15689,4.0
Fourbo,40540,8.0
-BL0SS0M-,33674,9.0
CONTISUKIDESU,30749,7.0
Thuynh06,985,10.0
MonsterKat,51367,9.0
isimaele,40729,8.0
Moonknight12,32281,10.0
FouAlter,36266,8.0
Frajer_9,2759,8.0
Karsaaa,39597,7.0
RoKuRotAz,33421,10.0
-Aster-,11061,9.0
Cablecords,43745,3.0
pringelony,34612,8.0
princesjelyfish,31912,5.0
Fr1d4y_94,39741,7.0
-Anokata,11061,10.0
Moonyp,8861,3.0
asesinojulio98,47778,9.0
itsyamagucci,34712,9.0
CTcommander,38777,6.0
itikitty,25375,6.0
Karinnn___,57524,9.0
ash74827,37492,10.0
Framework-_-,54744,10.0
--kitade--,28235,6.0
potatosaregreat,42923,7.0
-Dakki-,34420,7.0
pranavcognito,11061,9.0
prodigy1807,9917,10.0
CTDz,34933,6.0
-Fenris-,13331,5.0
Riunite,23283,8.0
potatoladica,16067,8.0
priyanshuluffy,52890,9.0
ThunderZero,20785,8.0
isshoniikitai,58939,9.0
Moony_7,42361,6.0
Kartinix,38192,5.0
Rndmdd,28497,8.0
Forwards,49470,4.0
Thyg,40938,5.0
Thomas_Ribeiro,23755,9.0
Moon013,44069,10.0
Katsuki,79,6.0
Tigerin0,6746,8.0
-Baya-,34240,7.0
FourSeasonSage,1738,6.0
itmustbetim,869,6.0
Cakethatisall,6213,8.0
ivosicsu,392,9.0
iwatch2muchanime,9718,6.0
arti131,41487,8.0
Rishabh069,22745,7.0
CacaoRigos,33036,7.0
MonsterZero11,4192,7.0
COLD_JAUM,10271,8.0
itchipsphere,28999,7.0
-Kuuso-,37510,10.0
itikitty,57494,5.0
premium08,145,8.0
-Caio,481,8.0
-Angy-,13759,6.0
RizeleaSerafall,12729,8.0
Tiippy,48549,10.0
prouted,51535,4.0
CabMister,31636,5.0
istrie,9989,10.0
aseeon,448,5.0
Tiancheng964,39576,7.0
RitzierSeal,41109,8.0
programmargorp,14075,9.0
CLModerno,48761,7.0
FoxOf,8425,7.0
-Akaneechan-,6637,7.0
